cas,ingredient_name,눈,피부,감작,출처유형,범주유효성,H코드정합,URL상태,CAS체디,기존값충돌,채택가능,판정근거
627-91-8,"Hexanedioic acid, monomethyl ester",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
78-93-3,Butan-2-one w/w,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
68410-23-1,"fatty acids, C18-unsatd., dimers, reactionproducts with polyethylenepolyamines w/w",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
67-63-0,Propan-2-ol w/w,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
112-24-3,triethylenetetramine w/w,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (39.4%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]","피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[2B](ntp_measured) | 피부:신규[1] vs 기존[Not classified](NC),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:39.4% / 기존 v5 라벨과 충돌 존재
203313-25-1,Spirotetramat,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
7696-12-0,Tetramethrin,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
75-28-5,isobutane,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[2A;2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
7681-52-9,Sodium Hypochlorite,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
66215-27-8,Cyromazine,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (52.4%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (53.7%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,피부:신규[2] vs 기존[Not classified](NC),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
123-33-1,Maleic hydrazide,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (57.5%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (57.5%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,감작:신규[NC] vs 기존[1](sens_ghs),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
272451-65-7,Flubendiamide,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
79277-67-1,Thifensulfuron,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,피부:신규[NC] vs 기존[2B;Not classified](ntp_measured) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
181274-15-7,Propoxycarbazone-sodium,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;Not classified](ntp_measured) | 피부:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
81335-77-5,Imazethapyr,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[1;Not classified](ntp_measured) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
1184-64-1,Copper(II) carbonate,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (69.5%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (69.5%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,피부:신규[2] vs 기존[Not classified](NC),조건부,출처가 ECHA C&L 자가신고(법적구속력 없음) / 기존 v5 라벨과 충돌 존재
494793-67-8,Penflufen,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;2B;Not classified](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
53112-28-0,Pyrimethanil (ISO) >= - <50 %,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
16961-83-4,Hydrofluorosilicic Acid,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (27.4%): Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[1] vs 기존[Not classified](NC) | 피부:신규[1] vs 기존[Not classified](NC),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:27.4% / 기존 v5 라벨과 충돌 존재
178928-70-6,Prothioconazole,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;Not classified](sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
834-12-8,Ametryn,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
135397-30-7,Halosulfuron,정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음(PubChem에 GHS Classification 데이터 없음),정보없음,정상,정상,PubChem CID URL 1건,pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
129909-90-6,RN,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1;Not classified](sds_reported) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
150114-71-9,Aminopyralid,"구분1(심한 눈손상) (H318, ECHA C&L 통보): H318 (83.7%): Causes serious eye damage [Danger Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,없음,조건부,출처가 ECHA C&L 자가신고(법적구속력 없음)
149877-41-8,Bifenazate,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (66.7%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[Not classified](NC),조건부,Annex VI(법적구속) 항목 존재하나 ECHA C&L(자가신고) 값을 채택 — 출처위계 역전 가능 / 기존 v5 라벨과 충돌 존재
26530-20-1,Octhilinone,"구분1(심한 눈손상) (H318, EU CLP Annex VI): H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]","구분1(피부 부식/화상) (H314, EU CLP Annex VI): H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]","피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
29091-21-2,Prodiamine,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;Not classified](sds_reported) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
127277-53-6,Prohexadione-calcium,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
110-82-7,Cyclohexane,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
82558-50-7,Isoxaben,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;2B](ntp_measured;sds_reported) | 피부:신규[NC] vs 기존[3;Not classified](sds_reported) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
85409-23-0,Alkyl dimethyl benzyl ammonium chlorides,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
68391-01-5,Alkyl dimethyl ethylbenzyl ammonium chlorides,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
5131-66-8,1-butoxy-2-propanol,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, EU CLP Annex VI): H315: Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,없음,채택,"EU CLP Annex VI 근거 또는 양대출처 조회완료 NC, 범주/H코드 정합, URL 정상, 체디 pass, 기존값 충돌 없음"
114-26-1,Propoxur,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
72490-01-8,Fenoxycarb,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
22248-79-9,Tetrachlorvinphos,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1](ntp_measured) | 피부:신규[NC] vs 기존[1](ntp_measured),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / 기존 v5 라벨과 충돌 존재
1982-69-0,Sodium dicamba,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (16.9%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,감작:신규[NC] vs 기존[1B](sens_ghs),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 눈:16.9% / 기존 v5 라벨과 충돌 존재
82097-50-5,Triasulfuron,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
123-42-2,Diacetone Alcohol,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[Not classified](NC),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
5598-13-0,Chlorpyrifos-Methyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2A;Not classified](sds_reported) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
128-37-0,Di-t-butyl-p-cresol,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,없음,조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가
2402-79-1,"2,3,5,6-Tetrachloropyridine",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, ECHA C&L 통보): H317 (56.3%): May cause an allergic skin reaction [Warning Sensitization, Skin]",echa_cl,정상,정상,PubChem CID URL 1건,pass,없음,조건부,출처가 ECHA C&L 자가신고(법적구속력 없음)
374726-62-2,Mandipropamid,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
10377-60-3,Magnesium dinitrate >=,"구분2(눈 자극) (H319, ECHA C&L 통보): H319 (64.2%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]","구분2(피부 자극) (H315, ECHA C&L 통보): H315 (37.3%): Causes skin irritation [Warning Skin corrosion/irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),echa_cl,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1](ntp_measured) | 피부:신규[2] vs 기존[1](ntp_measured),조건부,ECHA C&L 자가신고 통보율 과반미달을 확정분류로 채택: 피부:37.3% / 기존 v5 라벨과 충돌 존재
16752-77-5,Methomyl,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
87392-12-9,Identifiers,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),"피부감작성 구분1 (H317, EU CLP Annex VI): H317: May cause an allergic skin reaction [Warning Sensitization, Skin]",annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B](ntp_measured) | 피부:신규[NC] vs 기존[2;Not classified](sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
874967-67-6,Sedaxane,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[2B;Not classified](sds_reported),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
431040-31-2,"butoxy, isopropylamine salt , phosphate (2-hydroxypropyl) ammonium",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
7727-43-1,Barium Sulphate,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,fail,눈:신규[NC] vs 기존[1](ntp_measured) | 감작:신규[NC] vs 기존[1](sens_ghs),조건부,분류대상아님이 ECHA C&L 통보 부재만에 근거 — 미시험(no data)과 음성(negative) 구분 불가 / CAS 체크디지트 실패 / 메모상 정정CAS로 재조사했으나 cas 열은 무효값 그대로 — 조인키 불일치 / 기존 v5 라벨과 충돌 존재
68476-86-8,Propane/n-Butane,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
8050-09-7,rosin - <20,정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
1314-13-2,zinc oxide - <20,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1](ntp_measured) | 피부:신규[NC] vs 기존[2;2B](ntp_measured;sds_reported) | 감작:신규[NC] vs 기존[1B](sens_ghs),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
108-10-1,methylpentan-2-one 5- <10,"구분2(눈 자극) (H319, EU CLP Annex VI): H319: Causes serious eye irritation [Warning Serious eye damage/eye irritation]",분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),annex_vi,정상,정상,PubChem CID URL 1건,pass,눈:신규[2] vs 기존[1](ntp_measured) | 피부:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
25154-85-2,"Propane, -(ethenyloxy)-2-methyl-, polymer with chloroethene 5- <10",정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음(PubChem CID 매칭 실패),정보없음,정상,정상,결측(정보없음 유형-조회실패로 인용가능 URL 없음),pass,없음,보류,3개 엔드포인트 전부 정보없음(PubChem 미매칭/GHS섹션 없음) — 라벨 근거 0
1317-38-0,copper oxide - <3,분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),분류대상아님(EU CLP Annex VI/ECHA C&L 기준 해당 H코드 없음),pubchem_기타,정상,정상,PubChem CID URL 1건,pass,눈:신규[NC] vs 기존[1](ntp_measured) | 피부:신규[NC] vs 기존[2B](ntp_measured),조건부,기존 v5 라벨과 충돌 — 병합규칙 확정 필요
